214, 700
511, 372
355, 735
57, 887
817, 284
712, 925
437, 798
511, 866
659, 156
942, 584
60, 695
234, 842
604, 953
637, 518
87, 240
478, 764
871, 461
866, 501
535, 818
395, 506
688, 520
793, 140
893, 748
742, 679
330, 230
261, 595
114, 937
355, 434
95, 342
610, 523
610, 301
90, 903
657, 855
323, 483
247, 519
55, 859
619, 900
329, 358
810, 322
241, 372
624, 979
182, 879
252, 24
466, 774
565, 562
605, 63
908, 179
921, 839
843, 33
868, 434
703, 266
866, 578
172, 242
511, 937
24, 521
362, 248
322, 339
563, 851
495, 246
120, 424
311, 760
575, 476
264, 914
458, 805
153, 69
963, 680
340, 509
580, 189
967, 373
321, 577
107, 23
873, 580
334, 313
675, 588
872, 118
102, 967
332, 765
355, 505
712, 188
239, 896
19, 434
116, 617
375, 982
822, 832
397, 549
519, 824
537, 228
652, 621
609, 79
903, 405
823, 571
772, 864
476, 685
424, 775
257, 718
150, 237
417, 27
230, 279
440, 77
70, 630
693, 689
796, 472
724, 173
106, 262
885, 271
365, 964
435, 729
670, 183
750, 951
885, 129
370, 382
137, 909
349, 166
617, 546
596, 910
957, 258
707, 802
767, 422
928, 465
958, 152
249, 296
723, 854
278, 549
72, 47
128, 302
819, 797
91, 513
378, 634
916, 455
768, 99
256, 497
733, 275
958, 407
305, 370
489, 789
706, 319
936, 931
917, 78
300, 925
793, 987
797, 399
822, 344
447, 661
677, 373
552, 763
70, 462
936, 522
911, 840
320, 196
951, 624
453, 4
708, 15
474, 724
850, 205
907, 387
615, 804
83, 385
812, 694
419, 686
637, 89
431, 932
985, 398
732, 237
42, 731
139, 113
233, 218
485, 114
401, 753
389, 385
783, 510
938, 77
821, 286
382, 714
509, 639
738, 453
877, 697
775, 824
825, 41
684, 906
395, 889
757, 349
342, 880
253, 123
662, 352
333, 195
277, 159
402, 890
583, 494
596, 175
750, 152
276, 124
827, 245
236, 973
68, 213
98, 917
329, 529
837, 383
556, 527
700, 619
629, 801
343, 676
572, 289
144, 404
447, 799
164, 443
286, 191
811, 324
590, 986
412, 776
663, 954
70, 675
98, 398
112, 875
64, 127
976, 630
505, 918
516, 217
580, 151
140, 510
477, 707
126, 467
821, 235
988, 918
51, 393
858, 6
839, 886
727, 161
625, 51
632, 850
249, 453
596, 778
803, 45
535, 137
119, 138
851, 893
178, 35
900, 198
137, 733
633, 329
459, 575
557, 806
889, 9
598, 616
844, 382
79, 157
645, 646
812, 706
868, 911
608, 385
559, 290
346, 620
913, 758
234, 170
556, 17
12, 647
921, 408
