185, edge, 1980-03-17
655, defense, 1972-05-25
800, note, 1974-11-30
444, rule, 1975-09-20
186, forget, 1970-05-13
93, probably, 1977-06-26
619, development, 2005-11-07
296, tell, 1989-10-29
138, born, 1970-07-11
946, music, 2017-06-13
722, door, 1998-03-03
839, case, 2006-04-21
965, seem, 2011-02-18
923, there, 2017-11-12
859, this, 2004-02-20
258, there, 1999-03-01
470, recent, 2000-06-28
379, ability, 1999-05-07
548, life, 2018-02-07
163, action, 1987-08-03
899, suffer, 1988-06-16
616, president, 1996-07-22
390, laugh, 2017-12-15
840, when, 2016-10-31
690, share, 1989-08-30
563, economic, 2006-09-21
646, several, 1992-11-02
303, tree, 1974-02-23
587, become, 1990-05-17
322, election, 2017-02-24
907, choice, 2001-11-12
18, dream, 2004-04-16
19, rule, 1996-09-16
854, begin, 1977-02-11
255, quite, 1995-09-01
123, before, 1982-05-25
618, game, 1992-04-08
667, all, 1994-11-14
459, learn, 2020-03-23
708, hotel, 2013-09-02
392, fast, 1982-01-30
810, room, 1997-01-27
119, this, 1995-08-12
876, list, 2009-06-16
681, best, 2016-08-16
185, much, 1993-09-02
320, interesting, 1987-08-11
940, reach, 1994-03-22
649, physical, 1993-06-03
308, question, 1988-07-24
955, moment, 2000-08-11
57, get, 1984-05-15
803, expert, 2004-07-26
619, single, 2004-10-14
33, year, 2015-03-18
702, suddenly, 1971-09-08
612, Democrat, 1978-11-07
193, run, 1987-07-06
749, computer, 1988-11-12
153, executive, 1990-07-16
975, discover, 2000-01-10
130, force, 1988-04-06
824, suffer, 1981-03-27
677, reveal, 1985-01-10
802, ability, 2003-09-22
621, any, 1992-05-05
250, hand, 1993-08-02
645, relationship, 2014-11-12
371, enough, 2020-01-31
235, dark, 2005-03-08
222, artist, 2009-04-13
715, late, 2006-11-17
693, large, 2010-03-07
1000, people, 2002-09-28
296, president, 1982-04-04
385, word, 1977-11-02
293, deal, 1988-12-19
34, fast, 1987-10-26
383, truth, 2001-04-30
752, detail, 2007-05-16
909, strategy, 2004-08-07
178, station, 1987-02-03
406, same, 1984-02-21
336, study, 1997-04-13
582, oil, 1988-08-14
935, TV, 1980-06-02
835, because, 2008-06-28
419, note, 2018-02-26
661, kitchen, 1984-03-06
835, near, 1979-03-01
948, building, 1997-03-12
548, ten, 1978-11-21
7, medical, 1987-05-30
559, poor, 2002-05-02
592, leave, 1982-01-12
809, involve, 2018-03-25
4, pretty, 1977-03-07
412, follow, 1988-05-17
377, strategy, 1978-01-17
455, very, 1987-09-29
840, until, 1985-02-25
946, remain, 1997-12-08
355, rich, 1971-10-23
672, want, 1996-05-30
142, beautiful, 2005-03-27
729, lose, 1982-04-24
939, on, 1976-10-10
825, structure, 2007-12-22
418, audience, 1988-12-28
88, day, 2017-12-05
262, series, 2011-02-09
455, improve, 2003-03-26
870, skin, 2015-08-18
425, tell, 2016-10-01
426, hospital, 2002-05-14
478, rich, 1997-12-03
88, small, 1977-08-31
623, fill, 1999-06-28
533, research, 1980-06-29
130, approach, 1986-12-15
765, report, 1999-02-11
157, represent, 2004-02-01
972, former, 2007-11-05
299, city, 2004-07-07
600, leader, 2013-10-17
563, voice, 1987-01-22
493, value, 1979-02-04
812, cover, 2017-06-27
445, place, 2008-03-01
471, side, 1981-12-22
970, together, 2004-04-25
964, clearly, 1995-10-16
838, left, 2000-04-16
447, staff, 2011-12-05
11, which, 1971-12-11
347, new, 1974-02-21
355, wife, 2016-06-02
758, training, 1975-03-31
623, can, 2008-07-01
167, when, 2018-01-12
805, industry, 2017-10-28
288, family, 2001-07-29
658, dream, 1973-05-10
983, evening, 2019-01-20
994, include, 1976-03-26
464, sister, 2002-04-24
187, general, 2007-02-03
181, group, 1978-06-07
153, car, 1998-02-20
171, fly, 2006-04-04
239, president, 2013-05-24
275, build, 1992-09-19
344, structure, 2015-10-20
176, several, 1991-04-04
447, must, 2012-12-07
880, later, 1991-09-19
620, although, 1971-08-05
856, much, 2007-02-15
749, game, 1981-09-02
630, back, 2010-10-05
492, kid, 1982-03-07
395, arrive, 1980-12-21
988, skin, 1975-11-28
858, step, 1994-06-29
691, option, 1980-12-20
329, time, 1983-12-30
119, call, 1993-09-23
46, together, 2000-08-06
554, side, 1997-10-06
303, house, 2013-04-13
647, necessary, 1988-05-12
55, at, 2009-01-12
473, seek, 1988-10-02
146, try, 1997-06-07
387, walk, 1985-09-04
146, pull, 1990-12-11
519, fear, 1995-10-31
856, change, 1973-08-09
403, three, 1998-07-03
159, already, 1992-09-21
194, too, 1990-07-11
270, also, 2017-04-29
859, prove, 2020-03-28
392, when, 1987-02-13
709, social, 1980-02-02
674, various, 2004-09-21
156, green, 2009-09-15
742, along, 2000-04-05
695, her, 1989-02-08
255, red, 2006-05-15
100, feel, 1987-07-11
873, beyond, 1974-08-25
397, apply, 2018-11-23
39, account, 1980-04-26
475, consumer, 1989-01-15
353, plant, 1999-10-29
569, organization, 2009-06-29
401, develop, 1997-11-27
361, skin, 2000-03-14
370, may, 1987-07-30
659, decision, 1972-02-19
885, bar, 1996-02-03
260, health, 2001-06-03
767, sign, 1986-04-15
345, however, 1997-09-21
394, between, 1975-07-30
421, budget, 2008-05-13
358, finally, 2012-12-28
223, station, 2000-08-27
737, ever, 1998-11-20
406, thus, 1999-10-19
223, box, 2011-07-22
991, Republican, 1984-07-05
633, board, 1996-10-27
863, manager, 2017-01-17
225, much, 2005-02-16
93, bar, 1973-03-22
530, per, 1981-08-21
766, appear, 2016-07-09
368, on, 1984-01-13
43, treatment, 2001-05-25
535, the, 1982-07-24
580, suddenly, 1989-03-10
422, structure, 1974-10-31
303, open, 2016-06-30
383, this, 2020-02-13
897, production, 1990-12-10
681, national, 1988-01-17
206, both, 1983-10-06
839, economy, 2003-10-04
856, picture, 2011-12-18
232, list, 1972-06-26
118, protect, 2003-12-22
527, important, 2007-02-20
62, for, 1991-04-26
696, if, 1980-09-15
343, here, 2000-05-09
237, science, 1982-05-05
895, sound, 1996-06-23
702, indicate, 1997-09-07
664, she, 1999-12-03
97, call, 1997-07-19
99, main, 2003-03-01
176, technology, 1998-02-02
328, thank, 1980-11-07
250, I, 1990-04-20
15, admit, 1997-06-28
943, rich, 2001-10-07
401, reality, 1979-05-24
185, culture, 2018-08-10
244, responsibility, 1975-04-18
6, member, 1991-08-19
671, scene, 1976-10-09
438, table, 1980-12-17
638, little, 1983-03-01
138, wife, 1998-03-03
153, whose, 2017-07-06
299, activity, 2014-03-30
629, girl, 1998-05-04
636, late, 1983-09-07
667, mean, 2019-01-21
954, color, 2005-07-17
48, campaign, 1970-03-05
110, key, 1974-07-24
925, senior, 2020-02-09
517, look, 2007-01-14
753, huge, 1975-05-27
278, stock, 1991-09-16
631, now, 1987-11-08
14, provide, 1990-08-15
770, deal, 2006-10-17
97, find, 1985-05-15
916, him, 2004-09-17
143, yeah, 2016-12-01
697, partner, 2014-01-15
457, late, 1997-11-06
921, cell, 1987-08-29
955, officer, 2000-05-09
669, idea, 2015-10-22
356, development, 2005-07-21
498, pay, 2012-03-03
66, foreign, 1988-05-23
763, say, 2017-03-05
355, along, 2004-11-22
227, response, 2013-07-01
280, while, 1982-11-16
248, within, 1972-09-07
245, hit, 1987-02-10
411, quickly, 2020-01-13
476, arm, 1986-11-17
736, green, 1999-10-08
337, occur, 1990-10-20
832, laugh, 2004-08-30
486, believe, 2006-12-16
577, color, 1985-11-11
247, person, 1981-04-27
612, certainly, 1988-08-14
910, reflect, 1985-03-12
143, send, 2003-01-14
447, north, 2004-07-24
471, American, 2017-05-23
469, green, 1995-11-19
879, road, 2015-01-16
629, wide, 1981-01-31
501, war, 2013-04-14
824, military, 2010-05-26
265, always, 1995-03-06
220, series, 1993-12-10
456, imagine, 1983-07-20
773, goal, 1997-07-09
804, wife, 1996-10-18
670, control, 2012-05-10
100, cold, 1985-07-01
834, gun, 1998-08-05
494, sell, 1986-08-25
187, eight, 1998-05-03
74, crime, 2001-08-03
164, than, 1996-06-17
427, edge, 1982-12-23
94, each, 2015-11-12
214, matter, 1999-11-29
842, remain, 2020-06-13
135, manager, 2018-05-19
604, her, 2010-07-20
465, stock, 2009-02-01
923, power, 1979-12-19
913, able, 1995-06-08
835, security, 1997-06-30
189, reduce, 2019-07-27
578, young, 2012-12-26
315, forward, 1986-09-07
521, fine, 1999-09-25
583, defense, 1974-06-01
